text,label,type,topic
"Avertizare: Stocare Cloud PLINA! Contul dvs. de stocare a ajuns la capacitate maxima. Pentru a preveni intreruperile, va rugam sa eliberati spatiu sau sa va actualizati planul. Detalii si optiuni de upgrade gasiti pe pagina de gestionare a contului: https://myaccount.cloudprovider.com/storage. CloudVault Team.",0,email,cloud storage full
Aveti doar cateva ore! Spatiul dvs. de stocare cloud este plin. Acționați acum pentru a evita ștergerea fișierelor. Accesati: hxxps://data-restore.info/verify,1,sms,cloud storage full
"Subject: Important: Utilizarea spațiului de stocare AWS S3 Stimate client, Acest e-mail este o notificare automată privind utilizarea spațiului dvs. de stocare. Ați utilizat 95% din spațiul alocat. Vă rugăm să revizuiți stocarea și să luați măsurile necesare pentru a elibera spațiu sau a crește capacitatea. Puteți gestiona resursele S3 din consola AWS: https://aws.amazon.com/console/ Vă mulțumim, Echipa AWS",0,email,cloud storage full
"Subject: URGENT: Your Lottery Winnings Expire! Dear Valued Winner, Congratulation! You have been selected for a grand prize of $1,000,000 in the recent International Sweepstakes Lottery. But you must act fast! To claim your fund, click this secure link within 24 hours: [Claim Your Prize Now!]. Failure to respond will forfeit your prize. Don't miss out on this life-changing opportunity! Sincerely, The Lottery Commission.",1,email,lottery winner
"CONGRATS! U just WON $500,000! Your winning code: WINNER500. Claim NOW before its gone! Visit bit.ly/prize-claim to verify. DONT DELAY!",1,sms,lottery winner
"Subject: Final Notice: Unclaimed Lottery Prize! It has come to our attention that you still have an outstanding lottery prize of $750,000. This is your LAST CHANCE to claim it. Due to security protocols, we need you to immediate update your banking details by clicking here: [Update Your Info Securely]. Our system will auto-delete your claim if no action within 12 hours.",1,email,lottery winner
Your lottery win is APPROVED! Only 1 step left! Pay small processing fee of $250 here: pay-secure.xyz/fee. This is mandatory. Your prize is $2.5M! ACT FAST!,1,sms,lottery winner
"Subject: AMAZING NEWS: You are a Billionaire! Great day! You have been randomly selected as the lucky winner of the Mega Millions Jackpot of $1,000,000,000! This is NO JOKE! To process your transfer, we require your full bank details and ID copy. Send to info@megalotto.co.uk urgently. We waiting for your quick reply.",1,email,lottery winner
"Prize Alert! You won the Daily Draw! $100,000 is waiting. Confirm your eligibility now: lotto-win.link/confirm. Limited time offer!",1,sms,lottery winner
"Subject: Your Grand Prize Notification - Action Required! Congratulations! Your email address was chosen in our annual global lottery draw for a cash prize of $500,000. To prevent fraudulent claims, please provide your personal information and banking details through this form: [Secure Verification Portal]. Your prize will be release once verification complete.",1,email,lottery winner
"IMPORTANT: Your lottery winnings are PENDING. Please REPLY ""YES"" to this SMS to confirm your identity and claim your $1M prize. Reply now!",1,sms,lottery winner
"Subject: WINNER: You just hit the Jackpot! We are thrilled to inform you that you have won a staggering $3,000,000 in the National Lucky Draw! This is a one-time opportunity! To access your funds, simply download and fill out the attached 'Prize Claim Form.pdf' and send it back to us at claims@luckydraw-official.org. Do not delay, offer valid for 48 hours only.",1,email,lottery winner
"Hello, big winner! Your prize of $750,000 is ready for release. Click bit.ly/myprize to finalize claim. No fees required, just a quick verification. Hurry up!",1,sms,lottery winner
"Subject: Verify Your Lottery Ticket (URGENT) Dear Participant, Our records show that a winning ticket belonging to you from the Global Lottery remained unclaimed. Your prize amount is $1,200,000. Please verify your ticket number and personal information IMMEDIATELY at [Verify Ticket Now]. This window closes very soon!",1,email,lottery winner
"Last chance! Your prize $2,000,000 is about to expire! Text WIN to 89898 to secure your claim instantly!",1,sms,lottery winner
"Subject: Exclusive Winner Notification! YOU WON! Congrats! You've been chosen for an exclusive $1.5M lottery prize. Click this secret link secure-win.info/claim to access your winner's portal and release your funds. It's a limited-time offer, don't share with anyone!",1,email,lottery winner
"Subject: Congratulations from National Lottery! Dear [Name], We are pleased to inform you that you hold a winning ticket from the recent National Lottery draw. Your prize amount is $10,000. Please check your ticket number [TICKET_NUMBER] against the official results on our website www.nationallottery.gov/results. For claiming procedures, visit www.nationallottery.gov/how-to-claim or contact our claims department at [Phone Number].",0,email,lottery winner
"Congrats! Your Powerball ticket [TICKET_NUMBER] from [DATE] won a prize! Check official results at www.powerball.com. Please visit an authorized retailer for amounts under $600, or follow instructions on the website for larger prizes.",0,sms,lottery winner
"Subject: Information Regarding Lottery Winnings and Scams Dear Valued Player, We are aware of the increasing number of scams related to lottery winnings. Please be advised that the official [Lottery Name] will never ask you for upfront fees, personal bank details via email/SMS, or to click suspicious links to claim a prize. All legitimate winners are notified through official channels and guided to our secure website or physical offices. If you receive suspicious communications, please report them.",0,email,lottery winner
Reminder: Official lottery wins are paid securely. Never share personal info or pay fees for a prize via text or unverified links. Verify all claims on www.official-lotto.org.,0,sms,lottery winner
"Subject: Your Lottery Notification - Next Steps Dear [Name], This email confirms your recent lottery win of $50,000. Your ticket number is [TICKET_NUMBER]. To facilitate the prize claim process, please schedule an appointment with our claims office at your earliest convenience. You can find our contact details and office locations on our official website: www.statelottery.org. Please bring your winning ticket and valid ID to the appointment.",0,email,lottery winner
"Great news! Your Lotto Max ticket [TICKET_ID] has won $1,000. You can claim your prize at any authorized lottery retailer. Please present your ticket for validation.",0,sms,lottery winner
"Subject: Advice for Recent Lottery Winners Dear Winner, Congratulations on your success! As a new lottery winner, you may have questions about managing your prize. We recommend consulting with a financial advisor and seeking legal counsel. Our website www.lotteryadvice.com offers resources and guidance. Please remember to keep your winning ticket secure.",0,email,lottery winner
"Scam Alert! If someone contacts you claiming you won a lottery but demands payment or personal data, it's a scam. Legitimate lotteries don't do this. Stay safe!",0,sms,lottery winner
"Subject: Confirmation of Lottery Participation & Results Dear [Participant Name], Thank you for participating in the recent Global Charity Lottery. The winning numbers were [NUMBERS]. While your ticket [YOUR_TICKET_NUMBER] was not a grand prize winner this time, we appreciate your support. For full results and future draws, please visit www.globalcharitylotto.com.",0,email,lottery winner
Your entry for the National Raffle Draw has been received. Results will be announced on [DATE] via www.nationalraffle.org. Good luck!,0,sms,lottery winner
"Subject: How to Identify a Lottery Scam Dear [Email Address], The [Organization Name] is committed to protecting our players. Here are red flags for lottery scams: demands for upfront fees, unsolicited win notifications from unknown sources, requests for bank details via email/SMS, and urgent deadlines. Always verify legitimacy on our official website www.securelotto.info or call us directly.",0,email,lottery winner
"Official Lottery Update: Winners are contacted via secure, official channels and never asked for fees to release prizes. Report suspicious texts to [Fraud Hotline Number].",0,sms,lottery winner
URGENT: Your inv0ice #202345 is OVERDUE! Your account will be suspende if not paid within 24hr. Act now: bit.ly/pay-now-fast,1,sms,unpaid invoice
"Dear [Customer Name],

This is a friendly reminder that invoice #12345 for $75.00 is due on November 30, 2023. You can view your invoice and make a payment securely through your customer portal at yourcompany.com/myaccount.

If you have already paid, please disregard this email. Thank you for your continued business.

Best regards,
[Your Company] Billing Department.",0,email,unpaid invoice
"Subject: Action Required! Important Information Regarding Your Unpaid Bill

Dear Customer,

Our records indicate that your recent invoice #INV-00123 has not yet been receivd. Failure to complete the payement immediatelly will result in service disrruptions and late fees. To avoid any issues, please 'validate your details' and 'pay bill' via: secure-pay-portal.info/login/user. Thank you for your prompt responce.

Regards,
The Billing Dep.",1,email,unpaid invoice
